35.899281,13.908201,5.009962,329,16
33.243687,22.571609,1.241788,299,41
32.580299,18.626324,1.241917,475,136
31.835463,17.318607,-1.470584,562,372
31.84075,17.312178,-1.761818,563,397
29.270002,14.076117,-1.568275,733,351
28.589506,10.262906,1.390451,727,195
25.967697,10.07156,1.299322,846,198
21.79985,10.781782,1.29163,1027,200
18.137953,12.308637,2.75186,1170,144
22.023455,19.246201,1.273142,1266,161
23.176685,18.481888,-1.686885,1203,361
37.581974,13.87313,1.242847,240,224
26.910133,15.505796,-1.847536,905,366
38.129887,16.410122,2.524327,157,141
32.887779,20.583355,-0.937442,417,351
32.220715,16.64658,-0.952736,531,329
31.911547,14.688394,1.233934,554,181
25.402185,12.145772,-1.684613,915,340
16.968964,11.610293,1.250115,1192,210
28.227331,23.011417,-1.844501,1111,472
27.766428,23.867266,-1.833679,1230,489
23.427795,19.942413,-1.697594,1255,371
33.565701,24.528635,-0.928239,99,425
