34.236076,28.479698,-0.917687,197,440
35.899281,13.908201,5.009962,433,53
36.795818,8.554708,2.143341,441,207
33.908379,26.512482,0.540429,400,103
33.292583,24.734165,-1.75164,556,457
33.243687,22.571609,1.241788,550,118
32.580299,18.626324,1.241917,609,172
31.835463,17.318607,-1.470584,664,347
31.84075,17.312178,-1.761818,664,365
29.270002,14.076117,-1.568275,777,332
28.589506,10.262906,1.390451,763,207
21.79985,10.781782,1.29163,1013,208
18.137953,12.308637,2.75186,1136,157
22.023455,19.246201,1.273142,1200,178
23.906851,22.785694,-1.692472,1272,358
38.467854,18.384699,2.629779,246,136
21.518345,20.023285,-1.72968,1253,341
