22.366545,29.366556,0.267416,44,475
22.574383,30.562481,0.843624,138,422
24.775787,27.836327,-1.693836,142,778
23.112263,33.684689,-0.394717,308,574
24.497166,34.760895,1.353882,447,436
25.369452,31.289694,-1.695312,405,721
24.896797,35.06522,-1.634838,476,682
22.405724,47.152412,5.714975,537,344
22.734707,47.025482,2.170745,536,485
22.773563,46.85199,0.301207,533,561
24.39325,47.605927,0.686162,603,548
26.336876,55.057751,5.252209,706,421
27.737535,49.052578,2.165642,739,497
29.962679,48.423531,1.306163,824,529
27.754557,43.156242,-0.664105,725,607
28.649174,43.511337,-0.656066,769,607
29.981007,36.780075,-1.810031,863,693
30.697977,37.433044,-1.811519,907,691
31.71479,42.736496,-1.766203,921,665
33.796524,66.763863,2.802465,889,530
39.294388,58.018173,1.286803,1065,557
43.356369,67.166428,9.136157,1093,402
36.595211,42.267773,1.263244,1159,519
35.590282,36.351925,1.255635,1243,486
38.794041,40.979244,9.528038,1262,152
51.485245,47.538815,13.911287,1485,187
34.917889,32.394913,-1.662628,1345,706
34.59605,30.432552,1.260822,1423,413
33.555058,28.359854,-1.743645,1483,771
33.922123,26.520452,1.247711,1693,304
41.100807,31.308413,1.555504,1725,453
41.91074,29.501677,0.360667,1854,535
27.118376,29.827188,-1.532031,553,736
25.168903,30.112883,-1.685474,333,737
