39.826653,26.281374,3.036459,56,61
34.579201,30.447157,-0.153468,290,212
34.243443,28.48068,1.24797,446,21
34.236076,28.479698,-0.917687,461,360
33.553917,28.36834,-1.743522,585,482
35.899281,13.908201,5.009962,473,78
36.795818,8.554708,2.143341,473,213
33.908379,26.512482,0.540429,525,166
33.292583,24.734165,-1.75164,614,404
33.243687,22.571609,1.241788,597,157
32.580299,18.626324,1.241917,634,191
31.835463,17.318607,-1.470584,677,335
31.84075,17.312178,-1.761818,678,350
29.270002,14.076117,-1.568275,772,325
28.589506,10.262906,1.390451,761,214
25.967697,10.07156,1.299322,851,216
21.79985,10.781782,1.29163,986,214
18.137953,12.308637,2.75186,1101,168
22.023455,19.246201,1.273142,1142,189
23.176685,18.481888,-1.686885,1095,327
23.906851,22.785694,-1.692472,1189,342
38.467854,18.384699,2.629779,319,154
